id,name,vendorType,vendorTypes,type,serviceType,description,directPayMarketplace,additionalLocations,subjectsTaught,pricingModel,price,pricingNotes,isProductionReady,curricularClassification,bonusTagsRaw,minGrade,maxGrade,isPreK,isElementary,isMiddle,isHigh,displayGradeRange,costOptions,address_street,address_city,address_state,address_zipcode,address_county,address_region,location_lat,location_lng,contact_website,contact_phone,contact_email,financial_minAnnualTuition,financial_maxAnnualTuition,academics_studentGrowth,academics_attendanceRate,academics_graduationRate,academics_studentTeacherRatio,academics_retentionRate
recG2HbLEFXUtdOlF,The Goddard School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,1720 Crescent Plaza Dr,Houston,TX,77077,Harris County,Houston Area,29.752760473955,-95.624307253832,https://www.goddardschool.com/schools/tx/houston/houston-energy-corridor,(281) 596-0300,houstontx@goddardschools.com,,,,,,,
recG3HCwVuX3Lw79P,Trinity Lutheran School San Angelo,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,3516 Lutheran Way,San Angelo,TX,76904,Tom Green County,West Texas,31.4166641,-100.4635707,https://trinityschoolsa.com,(325) 947-1275,ron@tlcsanangelo.com,,,,,,,
recGBIDMgkpgwWY1Y,St. Maria Goretti Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,1200 S Davis Dr,Arlington,TX,76013,Tarrant County,Dallas-Fort Worth,32.72515142724,-97.123735324832,https://www.smgschool.org,(817) 275-5081,autendorf@smgschool.org,,,,,,,
recGMPsVWKHhhJp19,St. Ignatius Martyr School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,120 W Oltorf,Austin,TX,78704,Travis County,Austin Area,30.239435265218,-97.75443643168,https://school.st-ignatius.org,(512) 442-8547,jwatters@st-ignatius-edu.org,,,,,,,
recGVdG0r9qfaV8aK,Shepherd Of The Hills Lutheran School San Antonio,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,6914 Wurzbach Rd,San Antonio,TX,78240,Bexar County,San Antonio Area,29.49968705384,-98.588704440506,https://shlutheran.com,(210) 614-3741,krohr@shlutheran.org,,,,,,,
recGZTTk2UWeLFQru,Saintsville Baptist Church Childcare Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,1816 Mcclellan Ct,Fort Worth,TX,76112,Tarrant County,Dallas-Fort Worth,32.753651937928,-97.216286394116,https://saintsvillestemandfisnearts.org,(817) 819-7538,pastorpace@saintsvillecathedral.org,,,,,,,
recGcHfx8aAhLcPHh,Goddard School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1730 Union St,Leander,TX,78641,Williamson County,Austin Area,30.5581255,-97.8402888,https://www.goddardschool.com/schools/tx/leander/leander,(512) 528-1918,leandertx@goddardschools.com,,,,,,,
recGey5wBca3kfL9h,St. Joseph Academy Brownsville,Schools,Schools,Private School,local,,,,,,,,True,,,7,12,False,False,True,True,Grades 7–12,EFA-Eligible,101 St Joseph Dr,Brownsville,TX,78520,Cameron County,Rio Grande Valley,25.91915530173,-97.498907982169,https://www.sja.us,(956) 542-3581,mvaladez@sja.us,,,,,,,
recGgwa9C5mjKQF8u,The Highlands School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,1451 E Northgate Dr,Irving,TX,75062,Dallas County,Dallas-Fort Worth,32.844055,-96.9317838,https://thehighlandsschool.org,(972) 554-1980,vmoreno@thehighlandsschool.org,,,,,,,
recGhNnjsw3CK50fz,St. Mary's Elementary,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,931 N Weaver St,Gainesville,TX,76240,Cooke County,North Texas,33.63298249732,-97.148112125714,https://smsmustangs.com,(940) 665-5395,afuhrmann@smsmustangs.com,,,,,,,
recGjIXeGrBeD8wFr,St Mary Magdalen Catholic School-San Antonio,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,1700 Clower St,San Antonio,TX,78201,Bexar County,San Antonio Area,29.477610671273,-98.522846533366,https://www.stmmsa.org,(210) 735-1381,william.daily@stmmsa.org,,,,,,,
recGkA1ay6hk0YVNS,Archgate Montessori Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,4660 Legacy Dr,Plano,TX,75024,Collin County,Dallas-Fort Worth,33.070476807116,-96.790124826466,https://www.archgatemontessori.org,(972) 491-1230,rbernard@archgatemontessori.org,,,,,,,
recGkNldpI1ug0ZmA,St. Peter Catholic High School,Schools,Schools,Private School,local,,,,,,,,True,,,9,12,False,False,False,True,Grades 9–12,EFA-Eligible,6220 La Salette St,Houston,TX,77021,Harris County,Houston Area,29.704497314587,-95.361307267175,https://stpeterhs.org,(346) 692-7800,marc.martinez@stpeterhs.org,,,,,,,
recGlviJqecXSIe1D,Kids Usa Montessori Fris,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,9421 Westridge,Mckinney,TX,75072,Collin County,Dallas-Fort Worth,,,,(940) 279-5748,kidsusafrisco@gmail.com,,,,,,,
recGnirrvSJRfv1V7,Child Foundation Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,15016 Lindita Dr,Houston,TX,77083,Harris County,Houston Area,29.691232122294,-95.651556405927,,(281) 594-8809,okewe08@gmail.com,,,,,,,
recGq6NZGPxjppzCd,Our Lady Of Fatima School - Galena Park,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,1702 9th St,Galena Park,TX,77547,Harris County,Houston Area,29.739005126999,-95.238029877128,https://olfatima-gp.org,(713) 674-5832,sbradley@olfatima-gp.org,,,,,,,
recGqol3kqWoDz6hs,Lake Travis Christian Academy: An Acton Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,5414 Reimers Peacock Rd,Spicewood,TX,78669,Travis County,Austin Area,30.4759222,-98.1566355,https://www.laketravischristianacademy.com,(512) 387-0575,william.morgan@ltchristian.com,,,,,,,
recGsQ3O5cgWxND8E,Chapel Christian Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,6,True,True,True,False,Grades PreK–6,EFA-Eligible,712 SE Frontage Rd,Centerville,TX,75833,Leon County,Central Texas,31.2525583,-95.9892562,https://chapelchristianacademy.org,(903) 536-5466,admin@chapelchristianacademy.org,,,,,,,
recGsqKqBwxJSnFDp,St. Philip's Episcopal School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,105 N Adams,Beeville,TX,78102,Bee County,South Texas,28.403478448546,-97.745226617879,https://spepiscopalschool.org,(361) 358-6242,alenz@spepiscopalschool.org,,,,,,,
recGx51ORDkDk2DB9,Stepping Stone Learning/Development Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"8021 FM 78, Ste 131",Converse,TX,78109,Bexar County,San Antonio Area,29.493448051795,-98.330836405915,,(210) 662-7010,steppingstoneslearn@gmail.com,,,,,,,
recGzCTf8XEReM8WD,Liberty Preschool Daycare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2525 W Dumble St,Alvin,TX,77511,Brazoria County,Houston Area,29.416094818526,-95.269419378904,https://www.libertypreschooldaycare.com,(281) 331-6635,director.liberty@yahoo.com,,,,,,,
recH7kO2FyU3c7of0,The Goddard School - Sienna Plantation,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,6111 Sienna Ranch Rd,Missouri City,TX,77459,Fort Bend County,Houston Area,29.541805611095,-95.548379694169,https://www.goddardschool.com/schools/tx/sienna-plantation/sienna?utm_source=google&utm_medium=business_listings&utm_campaign=school&utm_content=main_button,(405) 210-1350,siennatx@goddardschools.com,,,,,,,
recHGlFU7s75K27qn,Kids R Kids #47,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,4401 Sienna Cir,Missouri City,TX,77459,Fort Bend County,Houston Area,29.513216738357,-95.527516893634,https://www.kidsrkidssienna.com,(281) 778-3600,lisa@kidsrkidssienna.com,,,,,,,
recHK5wI4TzD9YI3f,Kiddie Academy Of Woodforest,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,740 Fish Crk,Montgomery,TX,77316,Montgomery County,Houston Area,30.287958756211,-95.574909109563,https://www.kiddieacademy.com/woodforest,(936) 447-5437,jean.easley@kiddieacademy.net,,,,,,,
recHQ1jvquQkVPP5o,Big Dreams & Lil Wonders Christian Academy # 2,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,11944 Veterans Memorial Dr,Houston,TX,77067,Harris County,Houston Area,29.956786724704,-95.474642360415,https://bdlw.com,(281) 895-6760,info@bdlw.com,,,,,,,
recHWQppxMGKgU4Iw,Acton Academy Amarillo,Schools,Schools,Private School,local,,,,,,,,True,,,-1,5,,True,,,Grades PreK–5,EFA-Eligible,2525 Wimberly Rd,Amarillo,TX,79109,Potter County,Panhandle,35.186357956819,-101.858096606728,https://www.amarilloacton.com,(806) 206-2149,hello@amarilloacton.com,,,,,,,
recHZ1cbDEnJyzeLF,Houston Adventist Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,11735 Grant Rd,Cypress,TX,77429,Harris County,Houston Area,29.974883625902,-95.600368294834,https://www.houaa.org,(832) 701-3675,haa@txsda.org,,,,,,,
recHqx4V8QDyLwRGU,Acton Academy Northwest Austin,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,8508 White Cliff Dr,Austin,TX,78759,Travis County,Austin Area,30.393463046687,-97.779093267789,https://www.actonacademynwaustin.org,(512) 417-5360,angela@actonacademynwaustin.org,,,,,,,
recHwdTxancHGDSuR,Esteam Academy,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,"12 Lake Dr, Unit A",Round Rock,TX,78665,Williamson County,Austin Area,30.545153735879,-97.670335497193,https://esteamacademyrr.com,(310) 384-3391,esteamacademyrr@gmail.com,,,,,,,
recHzFDW2ijsv8m8n,Pearland's Early Childhood Development Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2334 N Main St,Pearland,TX,77581,Brazoria County,Houston Area,29.564926974186,-95.286127898434,https://www.pearlandsecdc.com,(832) 429-8105,pearlandsecdc@gmail.com,,,,,,,
recI1Mxn5T6plOCIr,Around The Clock Child Development Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,224 S 9th St,Nederland,TX,77627,Jefferson County,East Texas,29.977224222589,-93.984578802877,,(409) 549-6449,aroundtheclockcdc@yahoo.com,,,,,,,
recI3882sDNMbk5ax,Bustos Daycare And Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,959 SW 34th St,San Antonio,TX,78237,Bexar County,San Antonio Area,29.413950862438,-98.569673795289,https://bustosdaycare.com,(210) 433-1580,bustosdaycare@yahoo.com,,,,,,,
recIAah9mcI1Z2A6x,Incarnate Word Academy,Schools,Schools,Private School,local,,,,,,,,True,,,9,12,False,False,False,True,Grades 9–12,EFA-Eligible,609 Crawford St,Houston,TX,77002,Harris County,Houston Area,29.756721043439,-95.357386353643,https://www.incarnateword.org,(713) 227-3637,cstephen@incarnateword.org,,,,,,,
recIGoGJnIUOg2h7c,Achievers Of Excellence Learning Academy,Schools,Schools,Private School,local,,,,,,,,True,,,0,0,False,True,False,False,Grades K–K,EFA-Eligible,1040 N Bryan Belt Line Rd,Mesquite,TX,75149,Dallas County,Dallas-Fort Worth,32.754793716563,-96.597728434792,https://www.aoelacademy.com,(469) 248-2884,aoelachievers@yahoo.com,,,,,,,
recIMgmALUr4orHgc,Molo Bilingual Montessori School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,6,True,True,True,False,Grades PreK–6,EFA-Eligible,3535 Wilcrest Dr,Houston,TX,77042,Harris County,Houston Area,29.72522734703,-95.571501113895,https://www.molowestchase.com,(281) 888-9898,jolenetollett@moloedu.com,,,,,,,
recIN3fav2ZD0MCz1,Lisa's Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,6,True,True,True,False,Grades PreK–6,EFA-Eligible,8620 Shavano Dr,Fort Worth,TX,76123,Tarrant County,Dallas-Fort Worth,32.616297025251,-97.391563619394,https://share.google/sz8wfcfPEUsdOxLSN,(214) 838-1902,lwooden1969@gmail.com,,,,,,,
recINF76aZw1I77I2,St. Helena's Episcopal School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,5,,True,,,Grades PreK–5,EFA-Eligible,410 N Main St,Boerne,TX,78006,Kendall County,San Antonio Area,29.796710004912,-98.733321940434,https://sthelenasepiscopalschool.com,(830) 249-8084,heather@sthelenas.net,,,,,,,
recISlmXDGHHeJWgf,Mt. Olive Preschool,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,10408 Hwy 290 W,Austin,TX,78736,Travis County,Austin Area,30.225310152182,-97.948600679677,https://mtolivepreschool.org,(512) 288-2330,bsego@mtolivepreschool.org,,,,,,,
recIcolwFY4oOvIaZ,The Goddard School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,9739 Wortham Blvd,Houston,TX,77065,Harris County,Houston Area,29.924768665936,-95.615951115102,https://www.goddardschool.com/schools/tx/houston/houston-jersey-village,(281) 949-8827,houston2tx@goddardschools.com,,,,,,,
recIfYmnpdP2aMa9R,University Presbyterian Children,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,300 Bushnell Ave,San Antonio,TX,78212,Bexar County,San Antonio Area,29.462436673035,-98.486917421315,https://upcsa.org/about-upcc,(210) 734-3035,sstout@upcsa.org,,,,,,,
recIh3Vgsx2VNojeC,Little Pirates Bilingual Playschool And Daycare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,15040 Main St,Lytle,TX,78052,Atascosa County,San Antonio Area,29.233553227565,-98.795198957775,,(210) 428-1095,littlepiratesbilingual@gmail.com,,,,,,,
recIjfIDDhnMuxOqT,Divine Savior Academy - Santa Rita Ranch,Schools,Schools,Private School,local,,,,,,,,True,,,-1,10,True,True,True,True,Grades PreK–10,EFA-Eligible,23857 Ronald Reagan Blvd,Liberty Hill,TX,78642,Williamson County,Austin Area,30.681184769131,-97.842316909396,https://www.divinesavioracademy.com/santaritaranch,(512) 883-8410,tim.biesterfeld@divinesavioracademy.com,,,,,,,
recIqOnBhsABDBDgy,St. Louis Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,2114 St Joseph Blvd,Austin,TX,78757,Travis County,Austin Area,30.351439519147,-97.731408643636,https://school.st-louis.org,(512) 614-6622,rachel.eckert@slcsaustin.org,,,,,,,
recIqRtVp0XuCkIBF,Computer Kids Hope Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"16233 Clay Rd, Ste 300",Houston,TX,77084,Harris County,Houston Area,29.835934794121,-95.646788947836,https://computerkidsdaycare.com/location/computer-kids-hope-academy,(281) 928-4503,computerkids2012@gmail.com,,,,,,,
recIr6IRtqf6usfU8,Kids Humpty Dumpty Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1601 E Abram St,Arlington,TX,76010,Tarrant County,Dallas-Fort Worth,32.735525488145,-97.086622018239,https://kidsearlylearningcenters.com,(323) 627-6191,kidshumptydumpty@gmail.com,,,,,,,
recIsFeQmamli2SOG,Holy Trinity Catholic School Grapevine,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,3750 William D Tate Ave,Grapevine,TX,76051,Tarrant County,Dallas-Fort Worth,32.896554441026,-97.09982464878,https://www.holytcs.org,(817) 421-8000,kullman@holytcs.org,,,,,,,
recItguKoU20RJuHc,Redeemer Lutheran School Austin,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,1500 W Anderson Ln,Austin,TX,78757,Travis County,Austin Area,30.352308,-97.7202722,https://www.redeemerschool.net,(512) 451-6478,angie.schiller@redeemer.net,,,,,,,
recIxtPAkdissEzUu,Didáctica Spanish Immersion Preschool,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2028 S Lamar Blvd,Austin,TX,78704,Travis County,Austin Area,30.248910239143,-97.768628564761,https://www.didacticakids.com,(512) 904-0206,learn@didacticakids.com,,,,,,,
recJ4Z62PV4Uj5iQh,St. Augustine High School - Laredo,Schools,Schools,Private School,local,,,,,,,,True,,,9,12,False,False,False,True,Grades 9–12,EFA-Eligible,1300 Galveston St,Laredo,TX,78040,Webb County,South Texas,27.511225683441,-99.483420961265,https://www.st-augustine.org,(956) 724-8131,ogentry@st-augustine.org,,,,,,,
recJBnQri8nMwijtr,Martin's Learning Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,2711 Cottonwood Ln,Balch Springs,TX,75180,Dallas County,Dallas-Fort Worth,32.732454350563,-96.635088192992,https://www.martinslearningacademy.com,(469) 563-0882,martinslearningacademy@gmail.com,,,,,,,
recJBxUQI8AIaigVz,All Saints Catholic School Dallas,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,7777 Osage Plaza Pkwy,Dallas,TX,75252,Collin County,Dallas-Fort Worth,32.999600847697,-96.772641900041,https://allsaintsdallas.org/school,(214) 217-3300,lwilliams@allsaintsk8.org,,,,,,,
recJMGJ4IhCWimpVC,Sacred Heart Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,6,True,True,True,False,Grades PreK–6,EFA-Eligible,401 W Leona St,Uvalde,TX,78801,Uvalde County,South Texas,29.213077391248,-99.795549972932,https://shcsuvalde.org,(830) 278-2661,avalles@sacredheartuvalde.org,,,,,,,
recJY1WsoFafwhd09,Kaleidoscope Child Development Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,19310 Midway Rd,Dallas,TX,75287,Collin County,Dallas-Fort Worth,33.015397263481,-96.843448280519,https://www.kaleidoscopechilddevelopmentcenterdallas.com,(972) 248-1543,kcdc93@sbcglobal.net,,,,,,,
recJnZR1Ac6qownjh,St. George Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,824 Hudgins Ave,Fort Worth,TX,76111,Tarrant County,Dallas-Fort Worth,32.774769825403,-97.297770771261,https://stgeorgecatholicschool.org,(817) 222-1221,nleafgreen@sgcsfwtx.org,,,,,,,
recJxpVuRxKfgsYoS,Sts Peter & Paul Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,"315 N Seguin, Ste 300",New Braunfels,TX,78130,Comal County,San Antonio Area,29.704471506134,-98.126867275411,https://school.sppnb.org,(830) 625-1077,nlanda@sppnb.org,,,,,,,
recJzepyfOklZdFh7,Kiddie Academy Richmond,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,22031 Bellaire Blvd,Richmond,TX,77407,Fort Bend County,Houston Area,,,https://kiddieacademy.com/Richmond,(832) 350-5527,james.ihedigbo@kiddieacademy.net,,,,,,,
recK0zGON1Zgs0Rg9,Kinderworld Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,9241 S Gessner Rd,Houston,TX,77074,Harris County,Houston Area,29.681046664155,-95.528450570251,https://www.kinderworldacademytx.com,(713) 772-6363,kinderworldacademytx1@gmail.com,,,,,,,
recK3ZhdQPECeEDAt,Citadel Christian School,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,2111 S Blue Bell Rd,Brenham,TX,77833,Washington County,Central Texas,30.153741758728,-96.368685212629,https://citadelchristian.org,(979) 838-8480,shsuders@citadelchristian.org,,,,,,,
recK5TeDcdDEBsK8q,Future Scholars Preparatory,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1702 Justin Rd,Lewisville,TX,75077,Denton County,Dallas-Fort Worth,33.071390922948,-97.044218016879,https://www.futurescholarsprep.com,(682) 333-8766,buildingwealth18@gmail.com,,,,,,,
recKAhwOAYE4paNzN,Nurturing Hearts Early Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"9502 Potranco Rd, Ste 106",San Antonio,TX,78251,Bexar County,San Antonio Area,29.440219493203,-98.671401972633,https://www.nhelc.com,(210) 520-1153,info@nhelc.com,,,,,,,
recKDqiR65QSyPOJw,Athens Christian Preparatory Academy,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,2621 Us Hwy 175 E,Athens,TX,75751,Henderson County,East Texas,32.190796408019,-95.813222051386,https://athensprep.org,(903) 386-0400,bwilliams@athensprep.org,,,,,,,
recKFlcXiG0BuUtV1,The Goddard School - Spring Harmony,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,27084 Birnham Woods Dr,Spring,TX,77386,Montgomery County,Houston Area,30.098056570601,-95.36623695456,https://www.goddardschool.com/schools/tx/spring/spring-harmony,(713) 874-4230,spring3tx@goddardschools.com,,,,,,,
recKMD85knJM5UyE2,Prince Of Peace Catholic School Plano,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,5100 W Plano Pkwy,Plano,TX,75093,Collin County,Dallas-Fort Worth,33.016402162963,-96.800597238184,https://popschool.net,(972) 380-5505,fweber@popschool.net,,,,,,,
recKQGxLnD2t9k7vf,Lil Rascals Childcare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,5,,True,,,Grades PreK–5,EFA-Eligible,4509 Center St,Deer Park,TX,77536,Harris County,Houston Area,29.669901994421,-95.123005057744,https://www.lilrascals.org,(281) 479-5439,info@lilrascals.org,,,,,,,
recKRPEJ8lpJGaU4S,Valley Ranch Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,5,,True,,,Grades PreK–5,EFA-Eligible,21617 Valley Ranch Crossing Dr,Porter,TX,77365,Montgomery County,Houston Area,30.122417397188,-95.236678939242,https://www.valleyranchacademy.com,(281) 747-7281,bcarter@valleyranchacademy.com,,,,,,,
recKXFtVohBZZH314,Christ The Redeemer,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,11511 Huffmeister Rd,Houston,TX,77065,Harris County,Houston Area,29.941895195096,-95.629165845184,https://www.ctrschool.com,(832) 678-5434,dan.courtney@ctrschool.com,,,,,,,
recKZ3hKQCejpK3r4,Molo Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,3522 Mirror Ct,Spring,TX,77388,Harris County,Houston Area,30.042925994782,-95.461297778102,https://www.molomontessori.com,(281) 350-0848,molomontessori@gmail.com,,,,,,,
recKZkifheaHhVrd2,Tiny Tots U Learning Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,13706 S University Ave,Lubbock,TX,79423,Lubbock County,West Texas,,,https://www.tinytotsu.com,(806) 993-2200,maegan@tinytotsu.com,,,,,,,
recKeHHP6XYU0tswt,Nitra's House,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,242 N Bryan Cir,Mesquite,TX,75149,Dallas County,Dallas-Fort Worth,32.77432401,-96.59668402356,https://www.nitrashouse.com,(469) 925-4093,nitrashouse@gmail.com,,,,,,,
recKmNj4mSHo6qcLL,St. James Episcopal School Dallas,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,9845 Mccree Rd,Dallas,TX,75238,Dallas County,Dallas-Fort Worth,32.871677587064,-96.716194731271,https://www.stjamesdallas.org,(214) 348-1349,loree@stjamesdallas.org,,,,,,,
recKoJUqQ0a28z0ZZ,St. Augustine School - Houston,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,5500 Laurel Creek Way,Houston,TX,77017,Harris County,Houston Area,29.678811338967,-95.237807027459,https://www.saintaugustinecs.org,(713) 946-9050,eparas@sacshouston.org,,,,,,,
recKquByDt8Z8Bx5Q,The Spellmon Fine Arts Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,6300 Nell St (PO Box 19128),Forest Hill,TX,76119,Tarrant County,Dallas-Fort Worth,32.665986230228,-97.261503688218,,(817) 534-4646,spellmonfineartsacademy@gmail.com,,,,,,,
recKu5rn7E0wMW6vw,The Academy Of Young Scholars,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2526 Walnut Bend Ln,Houston,TX,77042,Harris County,Houston Area,29.737980329847,-95.567086291249,https://academyofyoungscholars.com,(713) 485-0104,info@academyofyoungscholars.com,,,,,,,
recKut1qIUBJJHg8H,Valley Christian Heritage School,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,932 N Alamo Rd,Alamo,TX,78516,Hidalgo County,Rio Grande Valley,26.202722456444,-98.119893265183,https://vchschool.org,(956) 787-9743,vchsangel@aol.com,,,,,,,
recKw4ttObQxljcMn,Patricia Roberts,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,8403 Quail Hills Dr,Missouri City,TX,77489,Fort Bend County,Houston Area,29.589522026448,-95.513932820859,https://potatoyam@att.net,(281) 438-6762,potatoyam@att.net,,,,,,,
recKxruM5bxb6C4Nl,Bent Tree Day School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,18273 Vail St,Dallas,TX,75287,Denton County,Dallas-Fort Worth,32.998398215349,-96.848012819458,https://www.benttreedayschool.com,(972) 862-9622,info@benttreedayschool.com,,,,,,,
